post-attention projection norm w/ residual conn,post-attention projection norm w/o residual conn,post-mlp projection norm w/ residual conn,post-mlp projection norm w/o residual conn
1.9375,0.98046875,8.8125,8.6875
129.0,0.482421875,0.80078125,0.6875
4.5625,0.96875,1.0,0.9765625
3.859375,0.9140625,1.2265625,1.3046875
54.5,0.97265625,1.59375,1.71875
56.75,1.1640625,2.453125,1.9921875
29.0,1.0625,2.09375,2.203125
12.3125,3.734375,4.5,6.90625
62.25,4.4375,4.25,7.21875
9.25,3.53125,3.640625,6.15625
6.9375,4.03125,2.734375,4.625
32.5,3.9375,11.9375,12.75
40.0,16.125,12.3125,26.375
41.75,3.546875,5.3125,5.1875
20.875,2.515625,3.84375,2.640625
87.5,1.7265625,4.5,4.15625
30.875,3.09375,5.6875,4.6875
85.5,1.4296875,2.890625,2.515625
24.5,1.2890625,3.453125,2.96875
5.21875,2.09375,4.28125,3.109375
7.09375,1.546875,4.96875,3.875
3.625,1.7421875,5.5,4.1875
0.306640625,0.2421875,0.271484375,0.234375
66.5,3.453125,6.1875,4.5
10.0,4.9375,7.8125,5.25
4.90625,4.78125,7.09375,6.28125
14.1875,10.0,8.625,6.0625
19.375,4.5625,4.4375,5.375
20.25,3.515625,14.0625,15.6875
41.25,13.3125,17.375,24.625
78.5,15.25,40.25,42.5
2.1250362580715887e-16,2.1250362580715887e-16,2.5847379792054426e-16,2.5847379792054426e-16
1.9453125,0.98828125,8.0625,7.9375
129.0,0.71875,0.97265625,0.68359375
4.1875,0.96875,0.9921875,0.9921875
3.4375,0.91796875,1.2265625,1.296875
54.25,0.92578125,1.609375,1.734375
56.75,1.203125,2.46875,1.9453125
29.625,1.09375,2.09375,2.203125
12.125,3.71875,4.5625,6.90625
62.0,4.40625,4.21875,7.15625
9.0,3.46875,3.703125,6.15625
7.75,3.890625,2.71875,4.46875
32.5,3.703125,11.375,12.125
39.75,16.0,12.0625,26.125
43.75,3.234375,5.53125,4.59375
22.5,2.375,4.4375,3.296875
89.0,1.6953125,4.34375,3.828125
31.625,3.78125,6.1875,5.4375
84.5,1.875,3.484375,3.015625
21.0,1.6015625,3.71875,3.109375
8.25,2.234375,3.875,3.0
7.78125,2.171875,5.59375,4.15625
6.96875,1.4296875,4.3125,3.421875
7.78125,0.89453125,3.3125,2.859375
0.322265625,0.283203125,0.3046875,0.255859375
72.5,6.5625,9.375,5.0
4.78125,4.65625,6.75,5.84375
13.875,9.8125,8.5,5.53125
19.125,3.875,4.46875,5.1875
19.875,3.375,13.875,15.1875
41.5,12.3125,15.9375,22.875
76.5,15.3125,42.0,44.75
2.1250362580715887e-16,2.1250362580715887e-16,2.5847379792054426e-16,2.5847379792054426e-16
1.9921875,1.0,7.84375,7.71875
129.0,0.66796875,0.9375,0.68359375
4.4375,0.98828125,1.0,0.984375
3.234375,0.9296875,1.21875,1.28125
53.5,0.98828125,1.65625,1.75
56.75,1.203125,2.34375,1.8359375
29.75,1.0859375,2.125,2.25
12.1875,3.671875,4.53125,6.9375
62.25,4.4375,4.28125,7.15625
8.8125,3.453125,3.734375,6.15625
8.125,3.859375,2.796875,4.46875
32.75,3.578125,11.1875,11.9375
40.0,16.125,11.9375,26.125
44.5,3.265625,5.65625,4.3125
22.875,2.59375,5.09375,3.96875
90.0,1.7734375,4.53125,3.984375
32.0,4.21875,6.46875,6.46875
83.5,2.328125,4.96875,4.59375
21.125,1.8046875,4.46875,3.921875
12.8125,2.90625,4.8125,3.796875
8.375,2.953125,4.84375,3.1875
13.1875,1.875,4.71875,4.34375
14.5,1.796875,4.75,3.40625
15.4375,2.828125,7.9375,5.78125
0.287109375,0.271484375,0.3046875,0.267578125
73.5,5.03125,7.28125,5.71875
13.5625,9.4375,7.78125,5.5625
19.625,4.0,4.28125,5.28125
21.25,4.125,14.1875,15.875
41.5,11.9375,16.75,23.5
80.0,16.0,41.0,44.5
2.1250362580715887e-16,2.1250362580715887e-16,2.5847379792054426e-16,2.5847379792054426e-16
2.015625,0.98828125,7.625,7.5
129.0,0.5703125,0.8984375,0.7109375
4.28125,0.96484375,1.0,0.95703125
2.6875,0.94921875,1.2109375,1.2890625
53.5,0.953125,1.6328125,1.7421875
57.0,1.234375,2.328125,1.8359375
29.875,1.0859375,2.125,2.25
12.125,3.515625,4.625,6.90625
62.25,4.40625,4.1875,7.03125
8.9375,3.359375,3.75,6.03125
8.5625,3.828125,2.875,4.4375
32.75,3.40625,10.9375,11.6875
40.0,16.0,11.8125,25.875
45.75,3.28125,5.84375,4.09375
23.375,2.75,5.5625,4.65625
90.5,1.9609375,5.125,4.75
32.25,4.84375,6.6875,7.4375
82.5,2.75,6.375,6.09375
21.25,2.21875,5.125,4.59375
15.8125,3.234375,5.375,4.59375
11.6875,3.875,4.9375,3.546875
16.75,2.53125,4.8125,5.09375
18.5,2.734375,5.6875,3.59375
18.375,2.890625,6.875,5.0
6.0,4.3125,8.8125,4.9375
0.37890625,0.337890625,0.392578125,0.328125
65.0,9.1875,7.8125,5.6875
19.625,3.875,4.46875,5.40625
20.625,4.0625,14.5,15.9375
41.25,10.875,17.375,23.25
79.5,17.0,40.25,44.25
2.1250362580715887e-16,2.1250362580715887e-16,2.5847379792054426e-16,2.5847379792054426e-16
2.03125,0.9921875,7.9375,7.84375
128.0,0.69921875,0.98046875,0.6875
3.8125,0.90625,0.96875,0.93359375
2.921875,0.93359375,1.2109375,1.265625
53.5,1.125,1.7265625,1.78125
56.25,1.1796875,2.3125,1.84375
30.25,1.0703125,2.078125,2.234375
12.5,3.484375,4.625,6.9375
62.75,4.46875,4.28125,7.15625
9.25,3.359375,3.75,6.03125
8.5,3.78125,2.796875,4.3125
32.75,3.390625,10.75,11.4375
39.5,15.75,11.8125,25.625
46.0,3.265625,6.0,4.03125
23.375,2.765625,5.875,5.09375
90.0,2.109375,5.5,5.125
31.875,4.78125,7.0625,7.8125
80.0,2.953125,6.625,6.4375
21.25,2.28125,5.71875,5.15625
18.5,3.84375,5.625,4.8125
14.0,4.34375,4.8125,3.9375
19.125,2.953125,5.0,5.15625
21.875,3.625,6.6875,3.796875
21.125,3.703125,7.96875,5.46875
9.4375,4.5,8.25,4.40625
11.0625,6.875,10.5,4.625
0.447265625,0.3984375,0.50390625,0.423828125
48.75,4.125,4.28125,5.3125
21.0,4.09375,14.75,15.875
41.75,10.6875,17.25,23.0
81.5,16.625,40.5,44.75
2.1250362580715887e-16,2.1250362580715887e-16,2.5847379792054426e-16,2.5847379792054426e-16
2.046875,0.9921875,8.3125,8.1875
128.0,0.6640625,0.9609375,0.69140625
4.0625,0.91015625,0.96875,0.94140625
3.109375,0.953125,1.2265625,1.296875
54.0,1.1328125,1.7421875,1.78125
56.25,1.1640625,2.28125,1.8125
30.125,1.0703125,2.03125,2.1875
12.75,3.484375,4.625,6.90625
62.75,4.4375,4.25,7.0625
9.5,3.375,3.828125,6.09375
7.46875,3.703125,2.828125,4.25
32.5,3.296875,10.5,11.1875
40.0,15.6875,11.75,25.5
44.25,3.125,6.0,3.796875
22.0,2.796875,6.46875,6.21875
88.0,2.46875,6.28125,6.28125
30.625,5.5,8.375,10.125
76.0,3.515625,8.875,9.0625
27.375,2.625,8.0625,7.65625
23.375,4.375,6.125,6.78125
18.875,5.9375,4.78125,5.375
26.0,4.25,6.28125,7.53125
32.0,5.375,11.5,6.71875
33.25,5.03125,10.125,7.15625
22.375,6.96875,11.5625,6.28125
28.25,8.125,10.5625,6.46875
31.625,12.1875,13.5625,6.21875
0.41015625,0.37890625,0.482421875,0.40625
60.75,6.09375,15.3125,15.75
41.25,10.9375,18.0,24.0
80.0,16.75,40.0,44.5
2.1250362580715887e-16,2.1250362580715887e-16,2.5847379792054426e-16,2.5847379792054426e-16
2.03125,0.98046875,8.125,8.0
129.0,0.5234375,0.82421875,0.69140625
4.625,0.890625,0.96484375,0.94921875
3.15625,0.96875,1.234375,1.3203125
54.25,1.0234375,1.703125,1.78125
56.25,1.1171875,2.140625,1.765625
29.625,1.0546875,2.015625,2.1875
12.4375,3.453125,4.59375,6.96875
62.75,4.46875,4.3125,7.09375
9.375,3.4375,3.8125,6.1875
6.78125,3.6875,2.8125,4.21875
31.75,3.34375,10.4375,11.125
39.75,15.5625,11.8125,25.5
42.25,3.046875,6.03125,3.75
20.875,2.796875,6.875,6.9375
85.0,2.734375,7.21875,7.4375
30.625,5.9375,10.1875,12.75
72.5,3.875,11.125,11.5625
33.75,2.890625,10.75,10.375
28.0,5.5,7.15625,9.625
24.25,7.15625,5.9375,9.125
34.25,5.25,9.25,11.0
40.75,6.375,15.5625,10.0625
43.25,6.75,14.0,10.25
30.375,9.5,15.375,9.3125
39.25,10.0625,14.5,11.5
47.5,20.875,16.625,11.3125
25.375,12.4375,11.625,5.09375
0.34375,0.310546875,0.41015625,0.359375
84.0,12.25,16.25,23.5
78.0,17.0,40.25,44.5
2.1250362580715887e-16,2.1250362580715887e-16,2.5847379792054426e-16,2.5847379792054426e-16
2.046875,0.9765625,8.375,8.25
129.0,0.5234375,0.83203125,0.6953125
4.71875,0.91015625,0.96875,0.9375
3.578125,0.953125,1.21875,1.2890625
54.5,1.1015625,1.78125,1.7734375
56.25,1.109375,2.140625,1.765625
29.25,1.03125,2.03125,2.171875
12.5625,3.53125,4.59375,7.0
63.0,4.53125,4.34375,7.1875
9.3125,3.609375,3.8125,6.3125
6.40625,3.6875,3.015625,4.34375
32.25,3.078125,10.25,11.125
40.0,16.0,11.6875,25.75
41.25,3.0,6.15625,3.734375
20.75,2.796875,7.40625,7.875
83.5,3.015625,8.6875,9.125
33.25,6.5,12.5625,15.875
70.5,4.3125,13.5625,14.125
41.25,3.609375,13.625,13.3125
31.25,6.4375,8.8125,12.125
28.375,8.75,8.3125,13.0
41.0,6.25,12.5625,14.3125
46.5,7.8125,19.5,13.125
49.5,8.5625,17.25,12.75
33.5,13.3125,19.25,11.75
43.0,10.6875,18.75,15.8125
51.75,28.0,18.75,17.625
30.75,24.5,12.375,19.125
15.5625,16.75,16.125,11.0625
0.30859375,0.259765625,0.404296875,0.388671875
75.5,16.375,42.0,45.25
2.1250362580715887e-16,2.1250362580715887e-16,2.5847379792054426e-16,2.5847379792054426e-16
2.0625,0.97265625,8.875,8.75
129.0,0.482421875,0.79296875,0.671875
4.59375,0.9140625,0.97265625,0.93359375
3.765625,0.96484375,1.2265625,1.28125
54.5,1.078125,1.7578125,1.765625
56.75,1.1640625,2.140625,1.75
29.125,1.0078125,2.03125,2.140625
12.5625,3.578125,4.59375,7.03125
62.75,4.5625,4.40625,7.1875
9.3125,3.625,3.78125,6.3125
5.96875,3.640625,3.015625,4.34375
32.0,2.953125,10.1875,11.125
39.75,15.9375,11.625,25.625
40.5,2.984375,6.09375,3.671875
20.125,2.78125,7.5625,8.0625
82.5,2.953125,9.125,9.5
34.0,6.3125,13.1875,16.5
68.5,4.375,13.9375,14.5
43.5,3.546875,14.125,13.75
32.0,6.625,9.125,12.25
29.25,8.75,8.4375,13.4375
41.75,6.1875,12.625,14.25
45.75,7.90625,19.625,13.1875
47.5,9.3125,17.75,12.9375
29.625,12.6875,18.5,12.3125
38.0,10.0625,19.375,16.875
44.0,28.375,18.625,18.5
19.625,24.0,14.0625,19.0
19.125,14.4375,15.625,17.875
43.5,4.5,23.25,22.875
0.302734375,0.2890625,0.37109375,0.33984375
8.512681119905718e-20,8.512681119905718e-20,1.1858461261560205e-19,1.1858461261560205e-19
2.0625,0.98046875,9.0,8.875
129.0,0.470703125,0.7890625,0.67578125
4.75,0.9140625,0.9765625,0.92578125
3.96875,0.9609375,1.234375,1.296875
55.0,1.0078125,1.734375,1.765625
56.75,1.1875,2.1875,1.7890625
29.125,1.015625,2.015625,2.15625
12.75,3.53125,4.59375,7.0
62.75,4.53125,4.375,7.21875
9.375,3.640625,3.78125,6.34375
5.78125,3.609375,2.9375,4.3125
31.75,3.09375,10.25,11.0625
39.75,16.0,11.625,25.625
39.5,2.953125,6.15625,3.71875
19.625,2.890625,7.9375,8.5
81.0,3.03125,9.8125,10.25
34.5,6.6875,14.6875,18.375
66.5,4.5625,15.4375,16.0
47.25,3.84375,15.625,15.75
32.75,7.5625,10.0625,13.9375
30.125,9.6875,10.4375,16.25
43.75,7.03125,15.4375,17.125
45.25,8.25,22.375,16.0
47.5,12.125,20.375,14.3125
24.625,15.0625,20.875,14.875
35.0,12.375,23.125,20.5
37.5,33.25,20.5,24.75
15.75,32.25,16.0,27.875
30.5,23.125,31.625,35.0
50.25,13.5625,41.0,46.5
41.0,42.5,97.0,133.0
7.453889935837843e-20,7.453889935837843e-20,9.444417361885449e-20,9.444417361885449e-20
0.02685546875,0.026123046875,0.2236328125,0.22265625
112.5,1.2265625,1.59375,0.68359375
8.4375,0.97265625,1.171875,1.0078125
5.21875,0.87890625,1.84375,1.6640625
39.5,0.875,1.6796875,1.671875
36.25,1.0703125,3.34375,3.65625
19.375,1.59375,1.7109375,2.34375
14.9375,2.765625,3.625,5.65625
49.25,4.28125,3.6875,6.40625
5.53125,3.578125,3.359375,5.34375
7.1875,3.765625,2.78125,4.3125
18.75,3.171875,9.1875,10.25
36.75,14.5625,10.0,22.125
21.125,2.34375,4.5625,2.90625
12.0625,2.390625,6.5,7.53125
57.25,3.375,9.8125,10.375
31.625,6.78125,16.375,18.875
48.0,6.5625,13.6875,17.25
42.5,4.96875,15.0,15.6875
23.625,12.0,6.78125,14.9375
24.75,10.5625,13.0625,12.375
33.75,9.125,19.5,24.25
47.0,10.1875,26.25,17.375
52.0,14.625,24.0,14.9375
22.875,16.25,19.125,15.5625
31.25,12.0625,24.875,19.75
34.0,19.75,17.0,18.25
14.5625,33.5,16.25,30.875
37.5,23.625,34.75,35.75
57.0,12.3125,37.0,44.75
42.0,52.75,92.5,134.0
8.343274530454858e-20,8.343274530454858e-20,1.2959604092990795e-19,1.2959604092990795e-19
34.0,8.5625,430.0,430.0
0.216796875,0.2119140625,0.291015625,0.28515625
11.5625,1.2109375,1.2734375,0.95703125
10.9375,0.8125,1.3828125,1.2421875
44.25,0.953125,1.8359375,1.8046875
55.25,1.2265625,1.953125,1.671875
25.75,0.89453125,1.890625,2.046875
6.78125,2.625,4.40625,6.375
50.25,5.09375,3.609375,6.96875
12.625,3.953125,3.390625,6.28125
5.03125,3.5625,3.453125,4.75
27.125,3.015625,9.5625,11.3125
35.0,15.5625,11.5,24.875
33.5,2.875,6.25,3.875
18.5,2.3125,7.28125,8.625
60.25,3.171875,10.3125,11.625
32.25,7.96875,15.0625,21.125
54.0,4.4375,19.125,19.75
48.5,4.875,16.375,16.125
27.875,7.25,11.125,14.5625
25.25,9.6875,12.625,14.9375
43.25,6.1875,22.875,21.0
42.75,4.15625,21.125,19.125
49.5,12.375,21.375,13.8125
24.75,15.0625,20.375,14.9375
32.25,12.625,22.125,20.875
36.25,32.0,21.875,23.875
20.0,25.875,11.625,27.25
43.25,15.1875,29.375,28.375
52.75,11.375,43.25,46.5
43.25,49.5,94.0,136.0
8.470329472543003e-20,8.470329472543003e-20,1.1773757966834775e-19,1.1773757966834775e-19
32.25,7.96875,364.0,364.0
128.0,2.921875,2.59375,1.3203125
0.69140625,0.25390625,0.365234375,0.345703125
14.8125,0.8671875,1.7265625,1.828125
39.5,0.8515625,1.4296875,1.390625
51.0,1.1640625,2.59375,2.375
25.25,0.84765625,1.90625,2.046875
9.8125,2.84375,5.0,7.1875
53.0,5.375,4.28125,7.53125
12.0625,4.09375,3.84375,6.84375
5.09375,3.703125,3.828125,4.875
28.125,3.234375,10.1875,11.6875
37.25,15.875,11.4375,25.25
30.75,2.953125,6.375,3.96875
18.125,2.5,7.1875,8.375
58.25,2.890625,10.125,10.875
32.25,8.1875,14.3125,20.625
53.5,4.15625,17.625,17.875
46.25,5.53125,15.9375,16.5
27.875,7.09375,10.5625,14.3125
25.625,10.0625,10.8125,14.75
44.0,8.3125,24.5,19.5
40.0,4.3125,19.125,17.875
47.0,11.6875,20.875,14.4375
24.0,14.375,20.5,13.9375
30.25,9.1875,23.25,20.75
38.75,35.0,24.625,23.0
18.625,25.25,11.5,25.75
41.5,13.875,31.125,29.5
50.0,11.625,39.75,43.25
43.0,43.5,92.5,129.0
8.555032767268433e-20,8.555032767268433e-20,1.2112571145736495e-19,1.2112571145736495e-19
31.5,7.625,326.0,326.0
216.0,2.59375,2.515625,1.0
38.5,0.66015625,2.078125,1.6484375
0.11865234375,0.10498046875,0.13671875,0.1279296875
25.375,0.78515625,1.234375,1.171875
52.75,1.1640625,2.3125,2.234375
25.375,0.8984375,1.9375,2.171875
8.875,2.703125,5.09375,7.09375
50.25,5.375,4.125,7.71875
13.4375,4.21875,3.9375,7.0625
5.15625,3.640625,3.609375,5.125
28.375,2.828125,10.25,11.5625
36.75,16.0,11.4375,25.125
30.625,3.0625,5.84375,3.421875
17.0,2.21875,6.84375,8.125
58.0,2.875,9.875,10.4375
31.625,7.9375,13.6875,19.75
52.0,4.46875,17.125,17.625
46.0,4.4375,15.1875,15.6875
27.75,6.5625,10.75,14.0
25.375,10.6875,11.1875,14.8125
43.5,7.75,23.0,19.125
41.0,4.25,19.125,17.5
46.75,11.625,20.375,14.625
25.0,15.4375,21.0,14.4375
31.5,10.625,22.5,20.25
39.25,37.5,24.125,24.25
18.375,27.25,11.25,28.125
43.5,14.25,29.0,28.0
51.5,11.5625,44.25,47.75
41.0,46.75,93.5,132.0
8.639736061993863e-20,8.639736061993863e-20,1.2451384324638215e-19,1.2451384324638215e-19
31.125,7.40625,306.0,304.0
276.0,1.5859375,1.6171875,0.87109375
58.0,1.25,1.3984375,1.3359375
39.75,1.203125,3.984375,4.40625
0.181640625,0.1162109375,0.1572265625,0.13671875
37.0,1.109375,1.8203125,1.78125
23.25,0.8671875,1.8046875,2.015625
7.875,2.78125,4.90625,7.0
50.25,5.5625,3.75,7.625
13.25,4.21875,3.609375,6.75
5.375,3.796875,3.09375,4.90625
27.625,2.796875,10.4375,11.6875
36.25,15.75,11.6875,25.5
31.375,3.109375,5.3125,2.96875
17.75,2.328125,6.8125,8.1875
56.25,2.90625,9.5625,10.6875
32.0,8.25,13.5625,20.375
51.25,4.21875,18.125,18.375
47.75,5.125,15.75,16.0
28.0,6.5,11.25,14.0
25.0,11.125,11.5625,14.9375
44.25,8.0625,24.5,19.5
40.75,4.25,19.0,17.75
46.75,11.6875,19.75,13.9375
24.125,15.0625,19.625,14.9375
30.375,11.25,21.875,20.375
39.5,39.0,25.625,24.875
20.25,25.0,10.8125,27.75
45.0,12.9375,29.125,28.0
52.75,10.6875,44.5,47.5
40.75,46.75,95.0,134.0
8.470329472543003e-20,8.470329472543003e-20,1.1858461261560205e-19,1.1858461261560205e-19
31.25,7.1875,302.0,302.0
286.0,1.3046875,1.5546875,1.1015625
61.25,1.7734375,2.234375,1.515625
43.75,1.7109375,5.375,5.0
4.09375,1.34375,2.296875,2.671875
0.1337890625,0.09912109375,0.11962890625,0.10205078125
8.4375,0.98046875,2.015625,2.25
6.6875,2.1875,4.0,5.53125
50.25,5.15625,3.4375,6.5625
12.5,3.78125,3.046875,5.78125
5.03125,3.609375,3.09375,4.59375
27.875,2.78125,9.5,10.75
36.5,15.375,11.1875,24.5
31.875,2.71875,5.65625,3.484375
18.0,2.515625,7.0625,8.6875
57.5,3.28125,10.3125,11.375
31.75,8.125,13.625,20.25
51.5,4.375,18.5,18.625
47.5,4.5625,15.75,15.75
27.5,6.8125,11.0625,13.6875
24.75,10.625,11.25,15.0
42.75,7.59375,23.25,19.0
40.0,4.28125,19.875,18.25
46.75,11.75,19.875,13.25
23.875,15.25,19.625,14.1875
29.75,10.4375,21.75,19.875
37.0,34.5,23.0,23.75
21.0,23.0,9.5,24.625
41.25,12.8125,29.125,27.625
50.0,10.625,41.25,45.0
42.75,46.25,94.5,134.0
8.555032767268433e-20,8.555032767268433e-20,1.1943164556285635e-19,1.1943164556285635e-19
31.125,7.21875,302.0,302.0
290.0,1.25,1.4609375,0.94921875
57.5,1.6328125,2.15625,1.484375
40.25,1.9296875,5.59375,4.9375
10.5,0.80078125,2.265625,2.34375
19.25,0.98828125,1.9609375,1.8671875
0.1376953125,0.1259765625,0.095703125,0.07470703125
5.9375,2.0625,3.171875,4.53125
49.0,4.5,3.0,5.6875
11.25,3.625,2.609375,5.03125
4.65625,3.15625,2.75,3.9375
27.5,2.59375,8.625,9.9375
36.25,15.125,10.875,24.0
32.25,2.578125,5.75,3.671875
18.375,2.65625,7.25,9.0625
58.0,3.390625,10.4375,11.625
31.875,8.3125,13.8125,20.5
51.5,4.375,18.625,18.875
47.5,4.65625,15.625,15.75
27.625,6.78125,11.25,14.0625
25.0,10.625,11.625,15.0
43.0,7.75,23.5,19.25
40.5,4.28125,20.125,18.5
47.75,12.0625,20.375,13.25
24.375,15.1875,19.5,13.9375
30.0,10.1875,21.75,19.5
37.25,35.25,23.75,23.875
21.0,23.75,10.0625,25.625
42.75,12.875,29.875,28.25
51.25,10.5,42.0,45.75
41.75,46.0,94.0,133.0
8.427977825180288e-20,8.427977825180288e-20,1.1943164556285635e-19,1.1943164556285635e-19
31.25,7.375,300.0,300.0
292.0,1.3984375,1.5625,0.98046875
57.75,1.5234375,2.1875,1.5234375
41.0,2.0,5.75,5.0
9.4375,0.7578125,2.171875,2.34375
16.0,0.7578125,2.421875,2.328125
13.1875,1.9296875,2.5,2.40625
0.0673828125,0.061279296875,0.042236328125,0.0390625
54.25,4.03125,2.75,4.90625
8.1875,3.1875,2.53125,4.625
4.625,3.109375,2.984375,3.828125
28.0,2.40625,8.375,9.4375
36.75,14.75,10.9375,23.625
32.25,2.375,5.65625,3.796875
18.875,2.75,7.25,9.1875
57.5,3.390625,10.375,11.5
32.0,8.0,13.9375,20.5
51.75,4.3125,18.625,18.75
47.25,4.6875,15.875,15.9375
27.375,6.71875,11.0,13.75
24.75,10.5625,11.3125,14.6875
43.0,7.78125,24.375,19.5
40.5,4.3125,19.875,18.25
47.25,11.8125,20.0,13.1875
24.5,15.625,19.75,13.75
30.0,10.0625,21.75,19.75
37.0,34.75,23.5,23.5
21.125,23.25,9.6875,24.875
42.0,12.375,30.125,28.5
50.5,10.8125,41.75,45.5
41.5,45.75,94.5,133.0
8.258571235729428e-20,8.258571235729428e-20,1.1858461261560205e-19,1.1858461261560205e-19
31.25,7.53125,302.0,302.0
292.0,1.4765625,1.578125,0.96484375
56.25,1.3046875,2.03125,1.5234375
38.75,2.328125,6.0625,5.03125
14.1875,0.90234375,2.15625,2.4375
23.5,0.8828125,3.375,3.09375
4.59375,2.3125,1.8984375,2.515625
21.0,1.1640625,1.9765625,2.078125
0.05615234375,0.047607421875,0.057861328125,0.051025390625
12.9375,2.234375,2.234375,2.265625
4.34375,1.890625,2.171875,2.21875
26.75,1.7734375,5.8125,6.4375
37.5,13.3125,10.0625,21.375
33.5,2.171875,5.84375,4.21875
19.5,2.71875,8.0,9.875
57.75,3.640625,10.9375,12.5
32.0,7.90625,14.625,20.875
51.75,4.15625,18.75,18.875
47.25,5.03125,15.5625,15.375
28.5,6.09375,11.3125,13.125
24.375,10.4375,11.9375,14.4375
44.0,8.875,25.625,19.5
41.25,4.34375,20.0,18.375
48.25,12.1875,20.375,13.0
24.875,15.9375,20.625,13.75
31.375,10.0,21.625,19.625
37.75,36.25,25.375,23.0
20.875,23.375,9.8125,24.25
42.25,12.375,29.875,27.875
52.0,9.6875,41.75,44.5
42.5,44.5,94.0,132.0
8.597384414631148e-20,8.597384414631148e-20,1.1604351377383915e-19,1.1604351377383915e-19
31.25,7.21875,300.0,300.0
292.0,1.4921875,1.6484375,1.1171875
56.75,1.421875,2.078125,1.515625
39.75,2.15625,5.71875,4.875
12.375,0.75,1.7734375,1.921875
20.125,0.921875,3.140625,3.078125
8.875,2.328125,3.25,3.75
13.8125,1.8828125,3.234375,4.1875
25.875,4.3125,3.90625,7.3125
0.033935546875,0.031494140625,0.1416015625,0.140625
7.375,2.609375,1.8203125,2.515625
27.25,2.140625,7.125,8.0
38.25,14.125,10.5625,22.75
33.5,2.296875,5.53125,3.734375
19.625,2.796875,7.71875,9.75
58.0,3.515625,10.625,12.125
32.75,8.25,13.75,20.75
51.0,4.1875,18.875,19.25
48.25,4.9375,16.125,16.0
28.875,6.375,11.625,13.9375
24.875,10.625,11.5625,14.8125
43.5,8.25,24.375,19.25
40.5,4.15625,19.25,18.125
47.5,12.5,20.375,13.125
24.25,15.5,20.125,14.8125
31.0,11.0,21.5,19.625
39.0,38.25,26.0,24.125
21.0,23.375,9.6875,24.125
42.25,12.25,28.5,26.375
50.25,9.8125,43.75,46.75
41.75,47.25,98.0,138.0
8.555032767268433e-20,8.555032767268433e-20,1.1858461261560205e-19,1.1858461261560205e-19
31.25,7.25,300.0,300.0
294.0,1.5078125,1.5234375,0.953125
56.25,1.4609375,2.140625,1.5078125
40.25,2.015625,5.75,4.90625
11.6875,0.6796875,1.703125,1.84375
18.875,1.03125,3.421875,3.34375
11.875,2.5625,3.796875,4.53125
10.6875,2.390625,3.703125,5.375
34.25,5.71875,4.75,9.5
7.78125,1.484375,2.984375,3.828125
0.037109375,0.03173828125,0.039306640625,0.036376953125
29.125,2.140625,6.0625,7.1875
42.0,14.0,9.9375,21.625
36.75,2.359375,5.53125,3.6875
21.5,2.9375,7.375,9.375
58.75,3.484375,10.375,11.875
32.5,8.5,13.5625,20.875
52.0,4.1875,19.0,19.25
47.5,4.84375,15.875,16.0
28.875,6.34375,11.8125,14.125
25.125,10.875,11.9375,14.75
43.5,8.25,24.625,19.5
41.0,4.3125,19.375,18.125
47.75,12.25,20.5,13.375
24.625,15.4375,19.875,14.0625
30.75,10.375,21.625,19.875
37.75,37.25,25.125,23.75
20.875,23.375,9.875,24.75
43.0,12.4375,28.625,26.375
51.5,9.6875,43.25,46.0
41.25,45.5,95.0,134.0
8.555032767268433e-20,8.555032767268433e-20,1.1773757966834775e-19,1.1773757966834775e-19
31.0,7.21875,300.0,298.0
292.0,1.625,1.765625,1.125
57.5,1.546875,2.15625,1.484375
39.75,2.046875,5.71875,4.875
12.25,0.66796875,1.71875,1.828125
19.375,1.0390625,3.40625,3.3125
10.8125,2.46875,3.734375,4.6875
12.125,2.484375,3.921875,5.65625
33.75,6.03125,5.28125,10.25
5.125,1.65625,3.421875,4.1875
10.0625,1.1015625,4.53125,4.0625
0.08544921875,0.0791015625,0.054443359375,0.045166015625
45.75,13.3125,9.4375,20.375
39.5,2.359375,5.4375,3.625
23.375,2.65625,7.34375,9.25
59.75,3.703125,10.5,12.4375
33.25,8.6875,13.1875,20.75
52.0,4.21875,19.125,19.5
47.75,4.8125,15.9375,16.0
29.125,6.53125,11.75,14.1875
25.875,11.1875,12.0,14.5625
44.0,8.25,24.5,19.5
41.5,4.3125,19.25,18.125
48.0,12.25,20.5,13.4375
24.375,15.125,20.125,14.0
31.375,10.125,21.75,20.125
38.0,37.0,25.375,23.875
21.0,23.125,9.875,25.0
43.5,12.25,29.375,27.375
53.0,9.9375,44.25,46.75
39.75,44.75,96.5,134.0
8.470329472543003e-20,8.470329472543003e-20,1.1858461261560205e-19,1.1858461261560205e-19
31.25,7.21875,300.0,300.0
294.0,1.4296875,1.5546875,0.96875
57.0,1.5,2.109375,1.4765625
40.0,2.09375,5.6875,4.8125
11.375,0.6640625,1.6953125,1.8046875
18.5,1.0234375,3.375,3.296875
13.25,2.4375,3.890625,4.75
9.625,2.421875,4.21875,5.875
38.5,6.3125,5.96875,11.1875
5.875,1.828125,3.828125,4.8125
4.46875,1.484375,3.25,3.75
15.125,1.046875,4.125,3.6875
0.119140625,0.1025390625,0.1416015625,0.12353515625
60.25,1.9375,4.9375,3.609375
29.25,2.875,6.5,8.5
59.25,3.53125,10.625,12.1875
33.75,9.0,12.9375,20.875
52.0,4.3125,19.625,19.875
