post-attention projection norm w/ residual conn,post-attention projection norm w/o residual conn,post-mlp projection norm w/ residual conn,post-mlp projection norm w/o residual conn
22.0,2.296875,2.203125,3.59375
30.5,1.90625,3.0625,2.453125
7.0625,2.0625,2.59375,2.390625
5.84375,2.0,2.734375,2.875
29.25,3.65625,4.15625,5.96875
58.0,11.25,13.9375,24.0
44.0,9.1875,20.625,28.125
37.0,11.5625,21.625,28.625
83.0,15.875,18.875,31.5
29.625,7.78125,27.75,31.375
19.875,8.625,14.1875,16.0
42.75,9.1875,14.25,19.25
22.0,8.0625,14.0,13.8125
28.75,6.6875,19.25,16.625
19.0,5.5625,21.125,17.25
35.5,7.40625,17.625,12.875
36.5,14.625,19.125,11.6875
33.0,10.875,21.875,20.375
40.75,28.25,19.5,17.75
16.75,21.75,12.9375,25.75
40.25,20.25,33.5,26.625
38.25,26.5,51.75,63.25
67.0,53.0,172.0,212.0
5.72594272343907e-19,5.72594272343907e-19,5.89534931288993e-19,5.89534931288993e-19
32.25,6.90625,246.0,246.0
54.25,2.46875,2.625,1.2890625
116.5,1.7265625,2.265625,1.171875
26.125,2.5625,3.859375,1.890625
20.375,0.78125,1.4765625,1.6484375
32.75,1.0703125,2.125,2.265625
5.09375,1.546875,1.4609375,1.7578125
7.9375,1.53125,1.796875,2.0
0.05712890625,0.0537109375,0.060546875,0.0556640625
33.75,1.71875,2.265625,1.7421875
7.15625,2.140625,2.5,2.234375
6.3125,2.078125,3.125,3.25
28.875,3.9375,4.125,6.3125
58.5,11.4375,14.125,24.375
44.75,9.0625,20.625,27.875
37.75,11.1875,22.0,28.5
83.0,15.4375,19.25,31.875
30.125,7.53125,28.375,31.875
20.5,8.5,13.875,15.375
42.75,8.375,15.0625,19.5
22.375,7.96875,14.25,14.125
29.375,6.9375,20.25,17.375
19.875,5.5,21.5,17.625
35.75,7.28125,17.625,13.0
36.75,14.75,19.75,11.9375
32.75,10.5,22.5,20.5
41.25,28.75,19.5,18.25
17.0,22.5,12.6875,25.125
39.75,20.125,33.0,26.375
38.0,25.375,54.25,63.75
69.0,52.5,174.0,213.0
5.72594272343907e-19,5.72594272343907e-19,5.827586677109586e-19,5.827586677109586e-19
32.25,6.875,245.0,245.0
60.25,2.46875,2.625,1.3125
119.5,1.6484375,2.21875,1.109375
19.125,2.6875,4.15625,2.09375
10.625,0.75390625,1.953125,2.046875
44.0,1.328125,2.359375,2.453125
16.5,1.8828125,2.109375,3.015625
25.5,3.015625,2.203125,4.53125
27.75,3.015625,1.8046875,3.21875
0.05517578125,0.0458984375,0.09228515625,0.087890625
33.75,1.984375,2.328125,2.15625
11.0,1.921875,3.140625,3.265625
29.875,3.703125,4.09375,6.15625
61.25,11.6875,14.25,24.75
47.0,9.625,20.5,28.375
39.75,11.4375,22.375,29.125
83.0,15.625,19.5,32.25
30.75,7.59375,28.375,32.0
21.25,8.125,14.25,15.375
43.0,8.625,15.625,20.625
23.375,7.65625,14.375,14.375
30.0,7.0625,20.5,17.375
19.0,5.125,21.25,18.0
36.75,8.0,18.125,12.8125
36.25,14.875,20.75,12.25
33.0,10.375,23.0,20.875
41.0,27.75,18.75,18.0
17.0,22.25,12.375,24.25
38.75,20.125,34.0,26.25
37.75,25.5,53.5,63.5
67.5,52.5,174.0,214.0
5.72594272343907e-19,5.72594272343907e-19,5.861467994999758e-19,5.861467994999758e-19
32.25,6.84375,245.0,245.0
63.5,2.5,2.65625,1.3828125
121.0,1.7890625,2.375,1.171875
16.625,2.78125,4.4375,2.296875
6.65625,0.8359375,2.296875,2.359375
49.0,1.4765625,2.96875,2.953125
20.0,1.859375,3.234375,4.25
29.875,3.5625,2.8125,5.78125
30.375,4.03125,2.3125,4.46875
4.21875,2.046875,2.046875,1.7734375
0.05859375,0.0517578125,0.06298828125,0.0576171875
44.25,1.8984375,4.15625,3.8125
37.5,3.921875,4.625,7.03125
64.0,11.8125,14.375,25.0
47.0,9.4375,21.0,28.75
40.5,11.375,22.375,28.625
83.5,15.625,19.75,32.5
30.625,7.53125,28.25,31.875
20.375,8.25,14.125,16.0
42.25,9.0,15.6875,20.875
22.875,8.375,14.1875,14.3125
29.25,6.875,19.375,16.875
17.875,4.96875,21.125,18.125
35.0,6.8125,17.125,13.0
36.5,14.625,20.125,11.75
32.5,10.5625,23.125,21.5
41.25,28.25,19.0,18.0
17.375,21.25,12.5,23.75
38.25,20.0,34.0,26.75
37.5,26.25,52.75,62.75
67.5,51.0,171.0,210.0
5.759824041329242e-19,5.759824041329242e-19,5.827586677109586e-19,5.827586677109586e-19
32.25,6.84375,245.0,244.0
65.5,2.34375,2.515625,1.34375
122.5,1.5,2.078125,1.15625
14.8125,2.75,4.3125,2.21875
5.09375,0.80859375,2.34375,2.34375
51.25,1.6484375,3.15625,3.109375
21.375,1.5859375,2.90625,3.625
31.125,2.71875,2.796875,4.78125
29.625,2.828125,2.484375,3.46875
7.71875,1.203125,1.6796875,1.59375
4.3125,1.2890625,1.8515625,2.046875
0.059326171875,0.05078125,0.07080078125,0.0654296875
67.5,5.25,5.5,9.3125
69.0,12.375,15.25,26.375
47.75,9.5625,22.5,30.25
41.0,11.625,23.375,29.75
79.5,16.25,18.75,32.25
30.0,6.96875,29.625,32.5
20.75,8.5,13.3125,15.375
43.0,8.8125,15.625,20.5
23.625,8.0,14.4375,14.125
29.625,7.21875,19.75,16.5
17.625,4.9375,20.875,17.75
36.25,7.59375,17.625,12.375
35.0,13.5,18.75,11.8125
32.0,10.4375,22.375,21.5
41.25,27.75,18.375,18.5
17.5,21.375,12.8125,23.25
38.0,20.125,34.75,26.625
37.25,25.125,52.25,61.75
67.5,49.75,165.0,204.0
5.793705359219414e-19,5.793705359219414e-19,5.929230630780102e-19,5.929230630780102e-19
32.25,6.65625,245.0,243.0
66.0,2.34375,2.53125,1.3828125
122.5,1.640625,2.171875,1.1015625
14.0625,2.609375,4.09375,2.109375
4.78125,0.83203125,2.375,2.3125
52.0,1.5625,3.15625,3.15625
21.25,1.4375,2.578125,3.109375
30.75,2.109375,2.703125,3.90625
28.375,1.7890625,2.421875,2.75
11.0625,1.171875,1.8046875,1.9609375
8.5625,1.703125,2.40625,3.109375
9.625,1.375,2.25,2.09375
0.1162109375,0.0966796875,0.09619140625,0.08203125
111.0,13.375,15.625,27.625
52.5,10.3125,23.0,31.25
41.0,11.9375,24.375,31.25
76.0,16.875,18.125,32.0
28.875,7.25,30.0,33.5
22.375,8.8125,13.625,15.75
43.5,9.0,15.75,21.0
23.875,8.125,14.6875,14.375
29.75,7.0,20.125,16.875
18.75,5.0625,22.125,18.75
36.25,7.0625,17.75,13.1875
36.0,14.0,20.25,12.875
33.25,10.9375,22.5,21.75
40.5,25.875,18.75,17.875
16.5,21.875,12.8125,23.875
39.0,19.375,35.0,27.25
38.25,24.125,51.25,60.75
69.0,48.0,166.0,203.0
5.658180087658726e-19,5.658180087658726e-19,5.658180087658726e-19,5.658180087658726e-19
32.25,6.71875,245.0,245.0
67.0,2.609375,2.78125,1.4375
123.0,1.7421875,2.5625,1.2421875
14.1875,2.953125,5.28125,2.90625
4.96875,1.0390625,3.109375,3.234375
53.5,1.609375,3.765625,3.640625
22.125,2.953125,5.75,7.59375
30.75,5.3125,6.21875,10.5625
27.25,6.84375,4.84375,10.5625
13.6875,4.875,3.390625,7.1875
14.6875,3.953125,3.15625,5.0
16.25,4.59375,10.5625,13.6875
17.125,14.6875,6.1875,17.375
0.044677734375,0.0400390625,0.095703125,0.09326171875
135.0,10.5625,17.875,26.75
59.75,10.9375,21.75,28.25
87.5,15.3125,19.5,32.0
34.0,5.875,29.875,31.875
22.5,7.1875,14.75,16.125
43.25,9.5,14.75,20.375
23.5,7.8125,15.6875,15.5
31.75,6.78125,21.625,18.375
20.375,5.09375,22.0,18.75
36.75,8.0625,17.875,12.5
35.0,13.1875,20.125,12.5
34.0,10.875,23.125,20.75
40.5,25.5,19.0,16.5
16.75,20.5,12.25,24.0
37.5,20.125,33.5,26.25
38.0,25.25,51.0,61.5
69.0,50.0,178.0,216.0
5.658180087658726e-19,5.658180087658726e-19,5.522654816098038e-19,5.522654816098038e-19
32.0,6.78125,246.0,246.0
68.5,2.578125,2.78125,1.4375
124.0,1.7421875,2.59375,1.2734375
13.75,2.96875,5.375,2.96875
5.09375,1.03125,3.234375,3.375
54.25,1.640625,3.90625,3.78125
22.25,3.0,6.3125,8.125
31.125,5.53125,6.84375,11.3125
26.5,6.9375,5.46875,11.375
16.25,4.8125,4.4375,8.3125
16.5,4.40625,3.28125,5.9375
17.0,4.6875,12.5,15.6875
17.0,15.9375,7.53125,20.25
3.3125,2.203125,2.328125,3.171875
0.123046875,0.09375,0.12060546875,0.1044921875
151.0,10.25,20.25,26.0
110.0,14.5625,18.625,30.5
36.25,5.625,29.125,30.875
23.125,6.71875,15.5625,16.875
43.5,9.4375,14.125,19.375
24.5,8.625,16.5,15.625
31.625,6.21875,20.5,18.25
20.375,4.9375,22.5,19.25
37.75,7.46875,17.75,13.0
37.0,13.75,20.5,12.625
34.25,11.3125,23.25,21.0
42.25,28.5,19.75,18.75
16.75,23.875,11.6875,25.0
38.0,21.0,33.0,27.125
39.75,25.75,52.75,64.0
71.0,52.25,180.0,221.0
5.658180087658726e-19,5.658180087658726e-19,5.658180087658726e-19,5.658180087658726e-19
32.0,6.6875,246.0,245.0
67.5,2.53125,2.796875,1.4609375
124.0,1.59375,2.453125,1.2890625
14.5625,3.03125,5.3125,2.890625
4.96875,1.0625,3.203125,3.359375
52.25,1.7109375,3.890625,3.734375
19.875,2.984375,6.375,8.0625
29.0,5.3125,6.96875,11.25
23.625,6.78125,5.34375,11.1875
20.0,4.5,4.65625,8.25
20.375,4.4375,3.34375,5.75
20.125,4.15625,13.1875,15.5
17.625,15.3125,7.59375,19.875
12.1875,1.4375,2.328125,2.859375
16.375,1.03125,2.4375,2.109375
0.099609375,0.07958984375,0.1513671875,0.13671875
207.0,14.9375,18.25,30.25
47.5,5.65625,28.0,29.875
23.25,6.84375,15.375,16.375
42.5,10.8125,12.25,19.5
23.75,8.0625,15.9375,15.75
32.75,6.9375,21.125,17.5
19.5,5.0,21.625,18.75
37.5,7.59375,17.5,12.625
36.0,13.9375,20.0,12.4375
34.75,11.4375,23.375,21.25
43.5,30.625,21.625,19.125
16.25,24.625,11.875,24.5
38.5,20.625,32.5,26.625
39.0,26.75,52.5,63.75
71.0,51.75,172.0,212.0
5.624298769768554e-19,5.624298769768554e-19,5.522654816098038e-19,5.522654816098038e-19
32.25,6.625,245.0,245.0
66.0,2.578125,2.828125,1.453125
122.5,1.734375,2.5625,1.25
16.375,3.078125,5.34375,2.859375
5.4375,1.0546875,3.15625,3.28125
51.0,1.7109375,3.9375,3.71875
17.625,2.90625,6.46875,8.0
26.75,5.3125,6.9375,11.25
20.75,6.625,5.5625,11.25
23.375,4.4375,4.59375,8.0625
23.125,4.15625,3.34375,5.6875
22.125,3.96875,13.375,15.375
19.125,14.75,7.90625,20.0
18.625,1.7109375,1.8828125,2.484375
24.25,1.28125,2.578125,1.859375
12.6875,0.8515625,2.453125,2.4375
0.126953125,0.10595703125,0.09716796875,0.07861328125
185.0,5.40625,28.5,27.75
33.25,7.46875,16.75,16.375
42.75,10.6875,12.3125,19.125
23.5,7.71875,15.5,15.25
32.75,7.0625,21.25,17.125
19.625,4.46875,20.625,18.875
37.25,6.375,15.9375,12.0625
35.5,13.4375,19.375,11.9375
34.0,10.5625,22.5,20.375
43.25,29.0,23.0,17.875
16.0,22.75,11.4375,23.125
37.75,19.875,30.375,23.625
38.25,24.625,50.75,60.25
72.0,48.5,174.0,211.0
5.658180087658726e-19,5.658180087658726e-19,5.624298769768554e-19,5.624298769768554e-19
32.25,6.5625,245.0,245.0
64.0,2.59375,2.859375,1.4453125
121.0,1.796875,2.5625,1.21875
18.5,3.0625,5.25,2.828125
7.3125,1.03125,3.109375,3.203125
48.5,1.7109375,3.875,3.671875
15.0,2.734375,6.21875,7.625
23.625,5.15625,6.625,10.75
17.5,6.15625,5.5,10.8125
27.25,4.09375,4.625,7.6875
26.625,3.984375,3.390625,5.40625
24.375,3.734375,12.8125,14.5625
21.0,13.75,7.84375,19.375
26.0,1.2421875,1.9609375,1.78125
33.25,1.6171875,2.796875,2.34375
23.75,1.40625,2.515625,2.515625
13.9375,0.56640625,2.140625,1.953125
0.09326171875,0.07666015625,0.10791015625,0.09765625
163.0,5.125,16.875,16.375
42.75,11.9375,11.3125,18.625
23.0,7.625,14.5625,15.5
34.75,7.625,20.625,16.375
19.75,4.3125,19.625,18.0
37.25,6.09375,16.0,12.25
37.25,14.3125,18.875,11.25
34.5,10.3125,22.5,20.375
44.25,30.125,23.5,17.75
17.125,22.875,11.5625,24.125
39.5,20.375,31.375,24.5
40.25,23.875,51.0,59.75
71.0,48.0,176.0,211.0
5.624298769768554e-19,5.624298769768554e-19,5.522654816098038e-19,5.522654816098038e-19
32.25,6.53125,245.0,245.0
64.5,2.640625,2.890625,1.4453125
121.0,1.9296875,2.75,1.234375
18.375,3.125,5.4375,2.921875
7.0,1.0703125,3.25,3.34375
49.0,1.796875,4.15625,3.859375
15.3125,2.953125,6.75,8.4375
24.0,5.59375,7.3125,11.875
17.75,6.75,6.03125,12.0
27.625,4.71875,5.375,8.875
26.125,4.375,3.671875,6.3125
23.875,4.15625,14.8125,16.5
20.5,15.0625,9.125,21.875
22.375,2.546875,2.359375,3.640625
28.25,1.5234375,3.453125,2.984375
16.0,1.2890625,5.09375,5.46875
7.34375,1.7734375,4.59375,5.9375
22.375,1.25,6.75,6.96875
0.060546875,0.052001953125,0.06591796875,0.061767578125
140.0,6.40625,13.75,16.5
35.5,7.09375,13.5625,15.0625
35.25,6.5,18.625,15.6875
20.5,3.953125,18.375,16.875
36.5,6.1875,15.75,11.9375
36.5,13.5625,17.0,10.4375
34.5,9.9375,21.875,18.875
44.0,28.0,22.125,16.875
17.5,20.625,10.875,22.625
39.25,20.0,29.625,21.875
38.25,24.25,48.5,59.0
70.0,46.75,172.0,207.0
5.658180087658726e-19,5.658180087658726e-19,5.522654816098038e-19,5.522654816098038e-19
32.25,6.625,245.0,245.0
65.0,2.5625,2.8125,1.4296875
121.5,1.71875,2.46875,1.2265625
17.875,3.015625,5.1875,2.78125
6.375,1.0234375,3.078125,3.125
49.25,1.7734375,3.953125,3.6875
15.125,2.75,6.09375,7.5625
24.125,5.0625,6.65625,10.6875
17.75,5.90625,5.59375,10.6875
27.0,3.984375,4.75,7.59375
25.625,3.671875,3.4375,5.46875
23.125,3.609375,13.0625,14.5
19.5,13.125,8.375,19.375
23.0,1.515625,2.28125,1.921875
27.125,2.328125,3.28125,2.609375
13.0,1.4375,3.1875,2.90625
3.390625,0.62109375,3.109375,2.9375
20.875,0.7265625,3.4375,3.609375
16.75,2.078125,3.96875,3.375
0.06787109375,0.060302734375,0.083984375,0.078125
151.0,7.0625,15.875,16.0
49.25,6.84375,20.125,16.75
21.625,4.25,19.625,18.0
38.0,6.21875,16.125,12.5
36.75,13.0,16.125,10.5
35.0,10.25,22.875,19.625
44.0,28.0,22.375,16.625
17.125,22.0,11.25,23.875
41.0,21.0,31.0,22.875
40.25,24.125,49.25,60.0
70.5,47.0,175.0,210.0
5.658180087658726e-19,5.658180087658726e-19,5.624298769768554e-19,5.624298769768554e-19
32.25,6.71875,245.0,245.0
64.5,2.609375,2.8125,1.421875
121.0,1.7421875,2.46875,1.1953125
18.5,2.984375,5.09375,2.71875
7.34375,1.0,3.0625,3.0625
48.5,1.7578125,3.84375,3.59375
14.125,2.640625,5.875,7.15625
22.75,4.8125,6.25,10.0625
16.5,5.4375,5.46875,10.125
28.625,3.625,4.5,7.0
26.5,3.296875,3.40625,5.125
23.375,3.3125,12.1875,13.3125
19.5,12.125,7.71875,18.0
25.75,1.2734375,2.515625,2.21875
29.5,2.734375,3.9375,4.375
14.9375,2.34375,3.875,4.59375
6.03125,1.765625,2.734375,3.015625
17.875,0.83984375,2.140625,1.9609375
26.0,2.828125,5.625,5.75
11.3125,5.59375,4.71875,2.9375
0.130859375,0.09375,0.09814453125,0.0830078125
174.0,8.6875,23.375,17.5
31.375,4.46875,20.375,18.25
39.75,6.5,16.625,12.8125
36.75,13.125,15.5625,10.6875
36.0,10.75,23.875,20.125
45.25,29.875,23.75,17.75
17.5,22.875,11.875,24.375
42.0,23.375,34.5,25.0
44.75,25.125,47.75,60.75
69.0,48.0,178.0,214.0
5.658180087658726e-19,5.658180087658726e-19,5.658180087658726e-19,5.658180087658726e-19
32.25,6.71875,243.0,244.0
63.5,2.65625,2.8125,1.390625
119.5,1.828125,2.546875,1.1953125
20.25,3.046875,5.15625,2.734375
9.375,1.0234375,3.125,3.109375
47.0,1.7890625,3.890625,3.625
12.4375,2.625,5.84375,7.0625
20.75,4.8125,6.28125,10.0625
14.5625,5.375,5.53125,10.125
31.125,3.546875,4.5625,6.96875
28.5,3.265625,3.46875,5.1875
24.75,3.28125,12.25,13.25
21.125,12.0,7.90625,18.125
29.375,1.296875,2.484375,2.1875
33.5,2.84375,4.09375,4.4375
19.25,2.734375,3.859375,4.40625
7.8125,1.8828125,2.75,2.734375
10.8125,0.625,2.1875,2.21875
26.875,2.6875,5.09375,5.34375
19.5,5.125,4.34375,2.890625
16.0,0.5703125,2.578125,2.34375
0.220703125,0.12158203125,0.080078125,0.06298828125
171.0,5.125,22.375,18.25
53.25,6.1875,16.5,12.6875
37.75,12.6875,16.5,11.125
36.75,9.625,23.75,19.75
46.0,27.625,22.0,16.375
17.5,23.625,12.0,25.125
43.75,23.75,33.0,24.0
44.5,22.75,50.75,61.5
70.5,47.75,185.0,220.0
5.658180087658726e-19,5.658180087658726e-19,5.658180087658726e-19,5.658180087658726e-19
32.25,6.78125,245.0,245.0
64.5,2.609375,2.8125,1.421875
121.0,1.71875,2.484375,1.2578125
19.125,3.015625,5.15625,2.765625
7.875,1.03125,3.1875,3.15625
48.25,1.8203125,3.953125,3.65625
13.3125,2.6875,5.9375,7.25
22.0,4.84375,6.4375,10.25
15.5625,5.46875,5.59375,10.25
29.875,3.59375,4.75,7.125
26.875,3.328125,3.578125,5.375
23.375,3.390625,12.5,13.5625
19.625,12.1875,8.0625,18.5
26.0,1.3984375,2.5,2.140625
28.875,2.53125,3.65625,4.125
12.75,2.625,3.828125,4.21875
5.09375,1.6875,2.8125,2.828125
19.0,0.74609375,2.15625,2.09375
22.875,2.484375,5.34375,5.6875
8.0625,4.53125,3.78125,2.921875
9.5625,0.8125,2.15625,1.75
23.375,1.5390625,1.640625,2.140625
0.42578125,0.154296875,0.2041015625,0.1728515625
192.0,6.84375,17.25,12.75
51.5,13.125,16.75,11.375
38.25,10.3125,23.875,20.0
46.75,30.25,22.5,17.625
18.625,22.875,12.4375,25.125
43.5,24.625,34.75,23.875
45.75,24.375,46.75,59.75
65.0,49.25,182.0,219.0
5.658180087658726e-19,5.658180087658726e-19,5.658180087658726e-19,5.658180087658726e-19
32.0,6.78125,245.0,245.0
64.5,2.609375,2.796875,1.3984375
121.0,1.7890625,2.578125,1.2265625
18.875,3.03125,5.25,2.8125
7.34375,1.046875,3.234375,3.203125
48.5,1.84375,4.03125,3.75
13.625,2.734375,6.09375,7.40625
22.375,4.875,6.75,10.5
16.0,5.5625,5.84375,10.5625
29.5,3.671875,5.0,7.40625
26.0,3.390625,3.828125,5.65625
22.625,3.515625,12.9375,14.0625
18.875,12.5,8.4375,19.125
24.125,1.421875,2.46875,2.078125
25.75,2.265625,3.109375,3.0625
9.1875,2.5,4.21875,3.1875
7.21875,1.203125,4.5,3.921875
24.0,0.78125,3.8125,3.921875
15.125,2.1875,3.125,2.75
10.8125,3.8125,4.09375,1.734375
24.125,2.140625,5.125,4.5
37.75,2.203125,3.984375,3.1875
25.125,0.76953125,4.5,4.15625
0.10791015625,0.0986328125,0.146484375,0.134765625
196.0,13.625,17.25,9.9375
49.75,9.9375,23.75,19.625
48.25,29.0,20.875,17.75
20.625,19.875,11.8125,23.625
43.0,22.625,32.25,22.125
44.0,22.75,43.5,55.25
65.5,45.75,177.0,212.0
5.658180087658726e-19,5.658180087658726e-19,5.624298769768554e-19,5.624298769768554e-19
32.25,6.71875,245.0,245.0
64.5,2.640625,2.859375,1.4609375
121.0,1.84375,2.625,1.2265625
19.25,3.0625,5.3125,2.84375
7.5625,1.0625,3.265625,3.234375
48.5,1.8359375,4.0625,3.796875
13.4375,2.734375,6.25,7.53125
22.125,4.90625,6.875,10.6875
15.8125,5.59375,5.9375,10.75
30.0,3.75,5.09375,7.5625
26.125,3.484375,3.859375,5.75
22.75,3.609375,13.1875,14.25
18.875,12.625,8.5625,19.375
24.25,1.3984375,2.484375,2.140625
25.875,2.140625,3.046875,2.90625
8.9375,2.5,4.5,3.15625
7.65625,1.2421875,4.46875,3.84375
23.75,0.77734375,4.0625,4.0625
14.75,2.078125,2.875,2.71875
11.9375,3.921875,4.25,1.96875
24.125,2.078125,5.0,4.34375
36.0,2.015625,3.5625,3.046875
21.375,0.76171875,3.84375,3.53125
7.09375,2.109375,2.9375,3.390625
0.13671875,0.11865234375,0.130859375,0.11669921875
210.0,13.5,25.75,19.5
66.5,28.375,19.375,18.25
20.0,23.0,11.875,26.5
48.0,21.875,34.0,24.375
45.0,22.875,44.5,56.25
68.0,45.75,183.0,217.0
5.624298769768554e-19,5.624298769768554e-19,5.590417451878382e-19,5.590417451878382e-19
32.25,6.65625,245.0,245.0
64.5,2.609375,2.796875,1.3984375
121.0,1.8515625,2.65625,1.2421875
18.875,3.046875,5.3125,2.859375
7.25,1.0703125,3.28125,3.265625
48.5,1.8125,4.09375,3.859375
13.5625,2.78125,6.3125,7.65625
22.25,4.9375,7.03125,10.8125
16.0,5.6875,6.0625,10.9375
29.875,3.796875,5.28125,7.71875
25.75,3.5625,3.921875,5.84375
22.375,3.640625,13.375,14.5
18.5,12.75,8.75,19.75
23.375,1.4765625,2.59375,2.21875
24.625,1.9921875,2.96875,2.84375
7.40625,2.46875,4.5625,3.109375
9.25,1.234375,4.40625,3.75
25.5,0.78125,4.28125,4.34375
14.3125,2.125,2.75,2.5625
12.6875,3.84375,4.25,2.078125
26.0,2.515625,5.21875,4.25
38.0,1.9296875,3.40625,3.015625
20.5,0.71484375,3.671875,3.5
7.96875,1.703125,3.1875,3.34375
4.375,0.984375,2.078125,2.359375
0.2177734375,0.1748046875,0.19921875,0.171875
233.0,26.25,20.625,16.625
34.5,24.0,12.9375,24.625
47.0,22.5,35.75,23.875
47.5,24.25,42.0,55.0
66.5,47.25,185.0,221.0
5.624298769768554e-19,5.624298769768554e-19,5.55653613398821e-19,5.55653613398821e-19
32.5,6.625,245.0,245.0
64.5,2.59375,2.84375,1.453125
121.0,1.8203125,2.640625,1.2578125
19.375,3.078125,5.40625,2.9375
7.90625,1.109375,3.359375,3.359375
48.25,1.8359375,4.1875,3.9375
13.25,2.875,6.5,7.9375
22.0,5.09375,7.25,11.1875
15.5,5.90625,6.21875,11.3125
30.625,3.96875,5.59375,8.1875
26.5,3.71875,4.0625,6.09375
22.875,3.828125,14.0625,15.125
19.25,13.25,9.0625,20.5
24.125,1.6796875,2.609375,2.421875
25.625,1.6640625,2.78125,2.40625
8.625,2.1875,4.46875,2.984375
8.5625,1.0234375,3.34375,3.015625
24.125,0.734375,3.796875,3.65625
15.9375,1.8984375,3.0625,3.625
11.6875,3.109375,3.1875,1.984375
22.5,2.46875,3.09375,2.15625
32.25,1.953125,2.3125,2.375
10.5,0.625,1.75,1.65625
24.375,1.390625,4.4375,4.03125
19.375,1.3046875,4.375,3.640625
23.75,2.375,5.5625,4.375
0.181640625,0.126953125,0.1396484375,0.11279296875
244.0,24.625,14.0625,23.875
51.75,24.75,37.25,24.25
50.0,25.875,43.5,57.5
69.5,49.25,194.0,232.0
5.624298769768554e-19,5.624298769768554e-19,5.55653613398821e-19,5.55653613398821e-19
32.5,6.625,245.0,245.0
64.5,2.578125,2.84375,1.453125
121.0,1.8125,2.640625,1.2578125
19.375,3.078125,5.40625,2.9375
7.96875,1.1015625,3.421875,3.375
48.25,1.8515625,4.21875,3.9375
13.125,2.828125,6.5,7.90625
21.75,5.03125,7.34375,11.1875
15.3125,5.8125,6.3125,11.3125
30.75,3.90625,5.71875,8.25
26.375,3.703125,4.125,6.1875
22.625,3.859375,14.0625,15.125
19.0,13.1875,9.125,20.5
23.875,1.71875,2.71875,2.5
24.75,1.6328125,2.796875,2.34375
7.8125,2.125,4.5,3.046875
9.75,1.0390625,4.1875,3.828125
25.25,0.85546875,4.75,4.46875
14.6875,1.671875,2.140625,2.65625
14.125,2.796875,3.015625,2.1875
24.75,2.25,3.796875,3.25
33.5,2.390625,3.25,2.875
13.625,0.8203125,2.5625,2.375
20.875,1.0546875,3.796875,3.734375
12.25,0.90234375,2.875,2.859375
15.0,2.765625,3.734375,3.390625
16.0,1.5078125,4.1875,4.375
0.1845703125,0.1591796875,0.25,0.2255859375
235.0,26.75,35.5,22.625
63.25,23.25,44.25,55.75
67.0,48.75,181.0,219.0
5.624298769768554e-19,5.624298769768554e-19,5.590417451878382e-19,5.590417451878382e-19
32.25,6.8125,245.0,245.0
65.0,2.640625,2.828125,1.4375
121.0,1.921875,2.734375,1.25
18.875,3.046875,5.375,2.921875
7.25,1.1015625,3.40625,3.359375
49.0,1.8671875,4.21875,3.90625
13.5625,2.8125,6.5,7.875
22.25,4.96875,7.34375,11.1875
15.875,5.8125,6.28125,11.25
30.125,3.890625,5.65625,8.1875
25.875,3.703125,4.0625,6.125
22.0,3.765625,13.875,14.9375
18.5,12.875,9.0625,20.125
22.5,1.5703125,2.84375,2.484375
22.75,1.828125,2.734375,2.546875
5.875,2.25,4.4375,2.953125
12.0,1.2265625,3.84375,3.40625
27.25,0.91015625,4.15625,3.84375
16.125,1.8359375,2.640625,3.0625
13.5,2.75,2.578125,2.296875
24.875,2.265625,3.5625,3.078125
35.25,1.9453125,2.8125,2.890625
9.6875,0.7890625,2.640625,2.5625
25.0,1.1484375,4.40625,3.875
15.0,0.95703125,3.21875,3.21875
14.5625,1.6015625,4.09375,3.984375
16.5,1.53125,5.53125,5.0
12.25,1.3203125,6.59375,6.28125
0.1826171875,0.15234375,0.2412109375,0.224609375
268.0,29.5,40.0,58.75
58.0,54.25,171.0,215.0
5.624298769768554e-19,5.624298769768554e-19,5.590417451878382e-19,5.590417451878382e-19
32.5,6.75,245.0,245.0
65.0,2.703125,2.859375,1.4296875
121.0,1.8984375,2.703125,1.25
18.875,3.046875,5.375,2.90625
7.40625,1.109375,3.390625,3.359375
49.0,1.875,4.21875,3.90625
13.375,2.765625,6.40625,7.6875
22.125,4.8125,7.25,10.9375
15.625,5.6875,6.1875,11.0625
30.25,3.6875,5.59375,7.90625
26.0,3.515625,4.0625,5.9375
22.125,3.578125,13.25,14.375
18.5,12.25,8.875,19.5
23.25,1.4375,3.125,2.46875
23.125,2.046875,3.046875,3.640625
5.65625,2.515625,3.328125,3.03125
11.6875,1.75,3.171875,3.671875
25.75,0.89453125,2.640625,2.609375
24.0,2.171875,5.78125,6.46875
9.125,2.265625,2.75,4.0
18.875,1.1796875,3.78125,3.875
32.25,1.265625,4.15625,4.375
9.9375,0.96875,5.3125,4.6875
43.0,2.203125,7.375,5.71875
30.375,2.359375,5.9375,4.65625
30.25,4.53125,7.03125,5.8125
14.0625,7.75,8.0625,4.71875
37.25,6.5625,5.90625,8.125
41.0,7.90625,17.0,12.3125
0.125,0.11376953125,0.177734375,0.171875
266.0,60.5,185.0,234.0
5.624298769768554e-19,5.624298769768554e-19,5.658180087658726e-19,5.658180087658726e-19
32.5,6.6875,246.0,246.0
64.5,2.75,2.90625,1.4921875
121.5,1.7265625,2.546875,1.265625
17.75,3.03125,5.34375,2.90625
